A,B
O00566,Q9Y5J1
O00566,Q9BSC4
O00566,P62244
O00566,Q9H501
O00566,Q9H6R4
O00566,Q12788
O00566,P62081
O00566,Q8TED0
O00566,O95373
O00566,Q9Y2X3
O00566,Q9NVP1
P57071,P0C0S8
P57071,Q9UJV8
P57071,Q96HE9
P57071,Q96FI4
P57071,Q8WYQ5
P57071,Q15646
P57071,Q6ZN17
P57071,Q9Y2T7
P57071,Q4G0J3
P57071,Q9UPE1
P57071,P10075
Q9NQ55,P62633
Q9NQ55,Q96HE9
Q9NQ55,Q9Y2T7
Q9NQ55,Q9H116
Q9NQ55,O15355
Q9NQ55,Q9NUL3
Q9NQ55,P82664
Q9NQ55,Q9Y3B9
Q9NQ55,Q9UPY3
Q9NQ55,Q7L3S4
Q9NQ55,O95625
Q9NQ55,Q99676
Q9NQ55,Q6IQ21
Q9NQ55,Q9NQV6
Q9NQ55,Q9H582
Q9NQ55,P06400
Q9NQ55,P17026
Q9NQ55,O60765
Q9NQ55,P16401
Q9NQ55,O95503
Q9NQ55,Q14152
Q9NYV4,P47902
Q9NYV4,Q9UJV8
Q9NYV4,Q9BTM1
Q9NYV4,P09912
Q9NYV4,P0DJI8
Q9NYV4,Q9ULW0
Q9NYV4,O14957
Q9NYV4,P27695
Q9NYV4,Q14562
Q9NYV4,Q9NYB0
Q9NYV4,Q9NYF8
Q9NYV4,Q9Y5B9
Q9NYV4,O95819
Q6IQ21,Q96MF4
Q6IQ21,Q96FI4
Q6IQ21,P19438
Q6IQ21,Q8WYQ5
Q6IQ21,P20333
Q6IQ21,O15213
Q6IQ21,Q66K89
Q6IQ21,P18124
Q6IQ21,Q9UF02
Q6IQ21,Q6AW86
Q6IQ21,Q86V59
Q6IQ21,Q8IWT3
Q6IQ21,P10075
Q6IQ21,Q99549
P17026,Q96MF4
P17026,P62633
P17026,Q8N4W9
P17026,P18124
P17026,Q8WYQ5
P17026,O15213
P17026,Q8IZA3
P17026,Q9Y2T7
P17026,Q13253
P17026,Q86V59
P17026,P10075
P17026,O95503
Q15572,P36776
Q15572,Q9UJV8
Q15572,P51608
Q15572,Q6SJ96
Q15572,Q8TEA7
P35637,P09651
P35637,Q9NYB0
P35637,Q14807
P35637,Q15424
P35637,O43847
P35637,P55265
P35637,Q14643
P35637,Q8NEY8
P35637,O00571
P35637,O15523
P35637,O95900
P35637,P14866
P35637,P17844
P35637,P31942
P35637,P42785
P35637,P49750
P35637,P51991
P35637,Q07666
P35637,Q08211
P35637,Q13151
P35637,Q14151
P35637,Q14966
P35637,Q8N4C6
P35637,Q8NCA5
P35637,Q92499
P35637,Q92804
P35637,Q96E39
P35637,Q14103
P35637,Q14814
P35637,P00558
P35637,Q9BVC5
P35637,O14965
P35637,P23246
P35637,Q15785
P35637,Q99615
P35637,P24752
P35637,P26599
Q04656,Q9Y5G3
Q04656,Q9UP83
Q04656,Q13241
Q04656,Q8TDB4
Q04656,Q92870
Q04656,P25686
Q04656,Q9BXS4
Q04656,Q16581
Q04656,P53384
Q04656,P09958
Q04656,P29371
Q04656,Q96D31
Q04656,Q12947
Q04656,Q5SRR4
Q04656,Q9Y4A9
Q04656,Q9UKR8
Q04656,P78423
Q04656,Q9UKR0
Q04656,P01871
Q04656,Q1A5X7
Q04656,Q8N144
Q04656,P13473
Q04656,Q9UQV4
Q04656,P07948
Q04656,Q15286
Q04656,P62745
Q04656,A0FGR8
Q04656,Q96I15
Q04656,O00255
Q04656,O15269
Q04656,O43324
Q04656,P04844
Q04656,P20020
Q04656,P51648
Q04656,Q8N108
Q04656,Q8NE86
Q04656,Q92973
Q04656,Q93008
Q04656,Q96A33
Q04656,Q96T76
Q04656,Q9Y5M8
O75717,Q9BPZ2
O75717,Q9H772
O75717,Q9NS85
O75717,Q9HCH3
O75717,Q8IV32
O75717,P49450
O75717,Q14562
O75717,P09874
O75717,Q9NYB0
O75717,Q8NC67
O75717,P09884
Q92797,P61073
Q92797,O95274
Q92797,O15460
Q92797,Q9BZB8
Q92797,Q9P2I0
Q92797,P13674
Q92797,Q9Y639
Q92797,P01871
Q92797,Q14562
Q92797,Q9NYB0
Q92797,Q9UKF6
Q92797,Q96L14
Q92797,P02751
Q92797,Q96BJ8
Q92797,Q12996
Q92797,Q6UN15
Q92797,Q9C0J8
Q92797,Q92945
Q92797,Q9UPU5
Q15833,Q8N3S3
Q15833,Q8N5S1
Q15833,Q96D96
Q15833,Q13454
Q15833,Q99788
Q15833,P00441
Q15833,Q9NSP4
Q15833,Q9NVI1
Q15833,P52788
Q15833,Q15118
Q9H0B6,O60296
Q9H0B6,Q96A44
Q9H0B6,Q58DX5
Q9H0B6,Q8NFH3
Q9H0B6,Q9Y664
Q9H0B6,O95396
Q9H0B6,Q9UGM1
Q9H0B6,Q9H5N1
Q9H0B6,O94985
Q9H0B6,Q96A61
Q9H0B6,Q9UDY2
Q9H0B6,Q13356
Q9H0B6,Q9Y399
Q9H0B6,Q9Y5J9
Q9H0B6,Q9BTC8
Q9H0B6,O14733
Q9H0B6,Q9NY61
Q9H0B6,Q96SB8
Q9H0B6,P00441
Q9H0B6,Q15003
Q9H0B6,Q6KC79
Q9H0B6,Q96QS3
Q9H0B6,O60343
Q9H0B6,O94903
Q9H0B6,Q13393
Q9H0B6,Q6ZS30
Q9H0B6,Q9HCK8
Q9H0B6,O14617
Q9H0B6,P07948
Q9HB71,P61163
Q9HB71,Q92667
Q9HB71,P11712
Q9HB71,P49257
Q9HB71,Q9NR77
Q9HB71,P07437
Q9HB71,P61599
Q9HB71,O94966
Q9HB71,P07355
Q9HB71,Q99714
Q9HB71,Q9BQL6
Q9HB71,Q14CX7
Q9HB71,P37802
P18858,Q5MJ07
P18858,P27695
P18858,O14965
P18858,P39748
P18858,P09884
P18858,Q8WVB6
P18858,P42285
P18858,Q8NE28
O75179,Q96MF4
O75179,P47902
O75179,Q8IXZ2
O75179,Q96FI4
O75179,O60237
O75179,Q00978
O75179,Q8N441
O75179,Q8WWQ2
O75179,P11487
O75179,P55075
O75179,Q86V59
O75179,Q6ZNG2
O75179,Q86Y38
O75179,Q00056
O75179,P0DMV0
O75179,P0DMU8
O75179,P0DMU7
O75179,O95503
O75179,Q1A5X7
O75179,Q9UDY2
O75179,P27635
O75179,P07384
O75179,P52701
Q8WUH2,Q9H270
Q8WUH2,P49754
Q8WUH2,Q9P253
Q8WUH2,Q8N3P4
Q8WUH2,Q8TBZ0
Q8WUH2,Q9UK00
Q8WUH2,Q9NPA3
Q8WUH2,Q96AB3
Q8WUH2,Q1RMZ1
Q8WUH2,Q04771
Q8WUH2,P01040
Q8WUH2,Q1A5X7
Q75QN2,Q13241
Q75QN2,Q96PE5
Q75QN2,Q8TDB4
Q75QN2,O15218
Q75QN2,Q9UQV4
Q75QN2,Q9BQ15
Q75QN2,Q8WWB7
Q75QN2,Q96HD1
Q75QN2,P01589
Q75QN2,Q9Y639
Q75QN2,Q96N11
Q8WWK9,O60296
Q8WWK9,Q8WVE6
Q8WWK9,P20333
Q8WWK9,Q7Z2W7
Q8WWK9,Q96E39
Q8WWK9,Q86UE4
Q8WWK9,Q6MZZ7
Q8WWK9,Q49MG5
Q8WWK9,O15213
Q8WWK9,Q5VW36
Q8WWK9,Q9P2R3
Q8WWK9,Q08AD1
Q8WWK9,Q14203
Q8WWK9,P07737
Q8WWK9,P35241
Q8WWK9,P62745
Q8WWK9,Q9UDY2
Q8WWK9,P07437
Q8WWK9,Q969X6
Q8WWK9,Q14807
Q8WWK9,Q9ULW0
Q8WWK9,O00400
Q8WWK9,Q86WU2
Q8NB78,Q6RUI8
Q8NB78,Q7Z5A8
Q8NB78,Q92560
Q8NB78,Q15185
Q8NB78,O95299
Q8NB78,Q9NP31
Q8NB78,P07358
Q8NB78,Q96BM1
Q8NB78,Q9BZ95
Q8NB78,Q8TEP8
Q8NB78,Q9UKF6
Q9Y2G0,P12724
Q9Y2G0,Q53EQ6
Q9Y2G0,P24071
Q9Y2G0,Q8NCT3
Q9Y2G0,Q8NFB2
Q9Y2G0,Q9NSP4
Q9Y2G0,Q03135
Q9Y2G0,Q8N144
Q9Y2G0,P13473
Q9Y2G0,Q9UQV4
Q9Y2G0,P07948
Q9Y2G0,P29966
Q9Y2G0,Q8TEW0
Q9Y2G0,Q15286
Q9Y2G0,P62745
O60313,Q13304
O60313,O00398
O60313,Q99788
O60313,P41587
O60313,O60939
O60313,Q9Y639
O60313,O95831
O60313,P62745
O60313,O43542
O60313,P13639
Q9P2W9,Q9Y5M8
Q9P2W9,Q6ICC9
Q9P2W9,O43264
Q9P2W9,A2RRP1
Q9P2W9,Q8WVM8
Q9P2W9,Q9BV40
Q9P2W9,Q9NYM9
Q9P2W9,P20309
Q9P2W9,Q8WU76
Q9P2W9,P17787
Q9P2W9,O14983
Q9P2W9,Q07065
Q9P2W9,P11712
Q9P2W9,Q96RQ1
Q9P2W9,Q8N144
Q9P2W9,Q9H8H3
Q9P2W9,Q9NR77
Q9P2W9,P51151
Q9P2W9,P04844
Q9P2W9,P43307
Q9P2W9,Q02224
Q9P2W9,Q9H8V3
Q9P2W9,Q13464
Q9P2W9,Q32P51
Q9NYH9,Q8WWF6
Q9NYH9,Q15185
Q9NYH9,P19438
Q9NYH9,P32455
Q9NYH9,P30203
Q9NYH9,O75794
Q9NYH9,Q8N961
Q9NYH9,P24394
Q9NYH9,O43930
Q9NYH9,Q96SF2
Q9NYH9,Q6WKZ4
P86790,O43291
P86790,Q9Y2U9
P86790,P17655
P86790,P49746
P86790,Q9NVX7
P86790,P50591
P86791,O43291
P86791,Q9Y2U9
P86791,P17655
P86791,P49746
P86791,Q9NVX7
P86791,P50591
Q99666,Q96PC5
Q99666,Q86VU5
Q99666,Q9UNM6
Q99666,Q9Y466
Q99666,P18754
Q99666,P61769
Q99666,P47972
Q99666,P0DJD0
Q99666,O95970
Q99666,O43930
Q99666,Q96SF2
Q99666,E9PJ23
Q99666,Q66GS9
Q99666,Q15468
Q99666,P49792
Q99666,P57740
Q99666,P46060
P49792,P12273
P49792,P18754
P49792,P61769
P49792,P0DJD0
P49792,E9PJ23
P49792,O43852
P49792,Q9UDY2
P49792,Q9BW19
P49792,P49790
P49792,Q96EE3
P49792,Q14974
P49792,O75694
P49792,A8CG34
P49792,Q9UHQ1
P49792,O14715
P49792,O95373
P49792,P35658
P49792,P46060
P49792,P57740
P49792,Q12769
P49792,Q13751
P49792,Q14527
P49792,Q5SRE5
P49792,Q5T4S7
P49792,Q69YH5
P49792,Q6NUQ4
P49792,Q8NFH3
P49792,Q8NFH4
P49792,Q8WUM0
P49792,Q92621
P49792,Q96A33
P49792,Q96SK2
P49792,Q9BTX1
P49792,Q9HD47
P49792,Q9NRG9
P49792,Q9UF83
P49792,Q9Y4R8
P49792,P49454
P49792,Q15185
P49792,Q00610
P49792,P11388
P49792,P07437
P49792,Q9UHV7
O94808,P14621
O94808,Q9Y467
O94808,Q8IV16
O94808,Q8N6T7
O94808,Q06210
O94808,Q9Y305
O94808,Q07954
O94808,Q7L0J3
O94808,P50990
O94808,O14980
O94808,P49591
O94808,P11310
O94808,O95433
A3KMH1,Q8N8Q3
A3KMH1,Q9NUJ1
A3KMH1,Q8N5Y8
A3KMH1,O60938
A3KMH1,Q9UK85
A3KMH1,Q9BQG2
A3KMH1,P28300
A3KMH1,Q6MZM9
A3KMH1,P60827
A3KMH1,Q12947
A3KMH1,O95831
A3KMH1,O75390
A3KMH1,P08559
A3KMH1,Q12931
A3KMH1,Q15118
Q9UL03,Q5TGI0
Q9UL03,P29401
Q9UL03,Q6AZY7
Q9UL03,Q9BQ87
Q9UL03,Q9BQ15
Q9UL03,Q8IWZ6
Q9UL03,Q07954
Q9UL03,Q68E01
Q9UL03,P52630
Q9UL03,P22891
Q9UL03,Q8N961
Q9UL03,O14957
Q9UL03,P62714
Q9UL03,O95239
Q9UL03,Q96SY0
Q5JSJ4,Q9BQ15
Q5JSJ4,Q9NVM9
Q2VPK5,Q92930
Q2VPK5,Q9NX57
Q2VPK5,P25445
Q2VPK5,Q5TGI0
Q2VPK5,Q9UJW2
Q2VPK5,Q9HB40
Q2VPK5,Q9BYV8
Q2VPK5,Q13231
Q2VPK5,Q99487
Q2VPK5,Q13045
Q2VPK5,P98187
Q86Y91,Q15185
Q86Y91,O15460
Q86Y91,Q96EK5
Q86Y91,Q8N4N8
Q86Y91,P30203
Q86Y91,Q96HN2
Q86Y91,Q02809
Q86Y91,Q96SF2
Q86Y91,P27695
Q86Y91,P49450
Q86Y91,P09874
Q86Y91,Q14974
Q86Y91,Q8NI77
Q86Y91,Q9UPS6
Q86Y91,O94822
Q5T160,P21462
Q5T160,O00398
Q5T160,O15218
Q5T160,P08559
Q5T160,Q12931
O43175,O15431
O43175,Q9Y4X5
O43175,Q8NE86
O43175,O95235
O43175,Q9NYZ3
O43175,P36894
O43175,O14976
O43175,O00400
O43175,O94903
O43175,P61088
O43175,P11766
O43175,P17174
O43175,Q13310
O43175,P00966
O43175,Q9Y617
O43175,Q8N335
O43175,P11586
O43175,P31948
O43175,P09651
O43175,P11940
O43175,P78330
O43175,Q6ZNW5
O75943,P12273
O75943,O95970
O75943,O43930
O75943,Q96SF2
O75943,Q5JPI9
O75943,Q9Y639
O75943,Q8IUF1
O75943,Q9UBW8
Q7L8W6,Q01814
Q7L8W6,Q14562
Q7L8W6,Q86VD1
Q7L8W6,Q9Y639
Q7L8W6,O75173
Q7L8W6,P21462
Q7L8W6,P21730
Q7L8W6,P33681
Q7L8W6,P30550
Q7L8W6,P43119
O60879,P07737
O60879,P62745
O60879,Q96Q89
O60879,Q8NBJ9
Q9UHD2,P12273
Q9UHD2,Q96D96
Q9UHD2,O75936
Q9UHD2,O96018
Q9UHD2,Q7Z7B0
Q9UHD2,Q92844
Q9UHD2,Q66GS9
Q9UBF8,Q8IXB1
Q9UBF8,Q9NZB8
Q9UBF8,P50613
Q9UBF8,P51151
Q9UBF8,P46939
Q96PZ0,Q9NXG2
Q96PZ0,A2A3N6
Q96PZ0,P09874
Q96PZ0,Q9NYB0
Q96PZ0,O00571
Q96PZ0,P33992
Q96PZ0,P05455
Q96PZ0,Q9BU89
Q96PZ0,Q9UDY2
Q96PZ0,Q08J23
Q96PZ0,O43432
Q96PZ0,Q96D46
Q96PZ0,P25205
Q96PZ0,P13929
Q96PZ0,P09104
Q96PZ0,P06733
Q96PZ0,Q9GZN1
P55851,P0DUB6
P55851,P0DTE7
P55851,P0DTE8
P55851,P20930
P55851,P48594
P55851,P29508
P55851,Q8TAX7
Q6ZU80,Q9NTI7
Q6ZU80,Q66GS9
Q6ZU80,Q15717
Q6ZU80,Q02224
Q00613,Q9UKX3
Q00613,Q8TDY2
Q00613,Q8WYQ5
Q00613,Q9UP38
Q96HJ9,O75570
Q96HJ9,Q9NUJ1
Q96HJ9,Q8TAA5
Q96HJ9,Q53GT1
Q96HJ9,Q5BKU9
Q96HJ9,P22830
Q8NHV4,Q9H2J4
Q8NHV4,O60296
Q8NHV4,Q8N5Y8
Q8NHV4,A6NHL2
Q8NHV4,A2A3N6
Q8NHV4,Q8IW35
Q8NHV4,O43303
Q8NHV4,Q96E39
Q8NHV4,P54803
Q8NHV4,Q5VW36
Q8NHV4,Q66GS9
Q8NHV4,P09496
Q8NHV4,Q14203
Q8NHV4,P07737
Q8NHV4,Q15468
Q8NHV4,Q9UDY2
Q8NHV4,A6H8Y1
Q8NHV4,P35030
Q8NHV4,P00751
Q8NHV4,Q15392
Q8NHV4,Q9UHQ1
Q8NHV4,Q8NHM4
Q8NHV4,P07478
Q8NHV4,P07477
Q8NHV4,O95319
Q8NHV4,Q99733
Q8NHV4,O15085
Q8NHV4,O60218
Q8NHV4,P17987
Q8NHV4,P30084
Q8NHV4,P36896
Q8NHV4,P49915
Q8NHV4,P50990
Q8NHV4,P51659
Q8NHV4,P51805
Q8NHV4,Q14165
Q8NHV4,Q5FBB7
Q8NHV4,Q6XZF7
Q8NHV4,Q5T200
Q8NHV4,Q6P0N0
Q8NHV4,Q6ZV73
Q8NHV4,Q7Z2Z2
Q8NHV4,Q7Z7G8
Q8NHV4,Q86VP6
Q8NHV4,Q86YT6
Q8NHV4,Q8NCM8
Q8NHV4,Q8NFZ0
Q8NHV4,Q93008
Q8NHV4,Q9BR77
Q8NHV4,P0CG31
Q8NHV4,Q9NRL2
Q8NHV4,Q9P258
Q8NHV4,Q9P2L0
Q8NHV4,Q9UKA2
Q8NHV4,Q9Y606
Q8NHV4,Q9Y6R9
Q8NHV4,Q99590
Q8NHV4,P40616
Q8NHV4,Q9Y6R4
Q8NHV4,O60281
Q8NHV4,P16989
Q8NHV4,P35813
Q8NHV4,Q01970
Q8NHV4,Q08380
Q8NHV4,Q15388
Q8NHV4,Q16526
Q8NHV4,Q6BDS2
Q8NHV4,Q8IZQ1
Q8NHV4,Q9NSY0
Q8NHV4,Q9Y4W6
Q8NHV4,Q8NEY8
Q8NHV4,Q9H0U3
Q8NHV4,Q9H582
Q3V6T2,P12273
Q3V6T2,Q9Y6H6
Q3V6T2,P58340
Q3V6T2,P07711
Q3V6T2,Q92565
Q3V6T2,O94887
Q3V6T2,P53384
Q3V6T2,Q8N961
Q3V6T2,Q96A61
Q3V6T2,Q03135
Q3V6T2,Q66GS9
Q3V6T2,P35221
Q3V6T2,Q8IWF6
Q3V6T2,Q8N144
Q3V6T2,P07948
Q3V6T2,P29966
Q3V6T2,Q8TEW0
Q3V6T2,Q15286
Q3V6T2,P62745
Q3V6T2,Q969X6
Q3V6T2,P56645
Q3V6T2,Q08174
Q3V6T2,Q5FBB7
Q3V6T2,P20073
Q3V6T2,P40121
Q3V6T2,Q92879
Q3V6T2,O14773
Q3V6T2,O15379
Q3V6T2,P14618
Q3V6T2,P48681
Q3V6T2,Q9GZM3
Q3V6T2,Q14432
Q3V6T2,Q14697
Q3V6T2,Q5T8P6
Q3V6T2,Q96AY2
Q3V6T2,Q96ST2
Q3V6T2,P49755
Q3V6T2,Q86SQ7
Q3V6T2,P04626
Q9BTW9,Q9HBW1
Q9BTW9,Q13304
Q9BTW9,Q13885
Q9BTW9,Q9BVA1
Q9BTW9,P07437
Q9BTW9,O60939
Q9BTW9,P27930
Q9BTW9,Q15116
Q9BTW9,Q86WC4
Q9BTW9,Q9Y2S2
Q9BTW9,Q9BYE9
Q9BTW9,Q9H0X4
Q9BTW9,Q96JH7
Q9BTW9,O43930
Q9BTW9,Q96SF2
Q9BTW9,Q9Y639
Q9BTW9,P68371
Q9BTW9,P04350
Q96DB5,P05181
Q96DB5,Q13231
Q96DB5,Q9NSP4
Q96DB5,Q8N8Q9
Q96DB5,P35579
Q96DB5,P29353
Q9HB09,O75879
Q9HB09,Q969S9
Q9HB09,Q15031
Q9HB09,Q9H4K7
Q9HB09,O15091
Q9HB09,Q9BT73
Q9HB09,P54098
Q9NUQ8,Q9Y6S9
Q9NUQ8,O95970
Q9NUQ8,O43930
Q9NUQ8,Q96SF2
Q9NUQ8,Q9BQS8
Q9NUQ8,P48681
Q9NUQ8,P78559
Q9NUQ8,P29144
Q9NUQ8,P11277
Q9NUQ8,Q9UBN7
Q9NUQ8,Q9NYA4
Q9NUQ8,Q9NPA3
Q9NUQ8,Q14203
Q9NUQ8,Q92900
Q9NUQ8,P21281
Q9NUQ8,Q9UG63
Q9NUQ8,Q7RTR0
Q96F44,Q9H078
Q96F44,P51812
Q96F44,Q14671
Q96F44,Q13129
Q96F44,Q5R372
Q96F44,B7ZAP0
Q96F44,Q9Y3P9
Q96F44,Q7LBC6
Q96F44,Q8N5S9
Q96F44,Q15813
Q96F44,P39060
Q96F44,O00478
Q96F44,Q9BVL4
Q96F44,P14138
Q96F44,Q9H765
Q96F44,P57723
Q96F44,O00232
Q96F44,Q15768
Q96F44,Q7L985
Q96F44,Q5MJ07
Q96F44,Q14549
Q96F44,Q9HCD6
Q96F44,P58294
Q13608,P08118
Q13608,Q9UK85
Q13608,Q86YD3
Q13608,P49746
Q13608,Q9NVX7
Q13608,Q8WWQ2
Q13608,Q86WC4
Q13608,Q12889
Q13608,O43930
Q13608,Q96SF2
Q13608,Q9NR77
O43572,Q12889
O43572,P13473
O43572,Q9UQV4
O43572,P51151
P59780,O94886
P59780,Q8NBJ9
P59780,O43567
Q27J81,P35080
Q27J81,P12273
Q27J81,Q9NX57
Q27J81,Q9NYL9
Q27J81,Q96DX4
Q27J81,O14983
Q27J81,Q03135
Q27J81,Q07065
Q27J81,Q96RQ1
Q27J81,Q8N144
Q27J81,P13473
Q27J81,Q9UQV4
Q27J81,P49257
Q27J81,Q9H8H3
Q27J81,P07737
Q27J81,Q9NR77
Q27J81,Q15286
Q27J81,P51151
Q27J81,P04844
Q27J81,P43307
Q27J81,Q9UHB6
Q27J81,Q16643
Q27J81,P47755
Q27J81,O00159
Q27J81,Q96H55
Q27J81,P35579
Q27J81,Q9ULV4
Q27J81,O75369
Q27J81,P35749
Q27J81,Q9NQX4
Q27J81,Q9NQW6
Q27J81,Q9P2B7
Q27J81,O14976
Q27J81,P35580
Q07617,Q3MJ13
Q07617,P35241
Q07617,Q15286
Q07617,P62745
Q07617,Q5VTE0
Q07617,Q6DD88
Q07617,Q86WU2
Q1L5Z9,Q8IXQ3
Q1L5Z9,Q53T59
P05109,Q9BUP0
P05109,P17174
P05109,Q2TAL5
P05109,O95047
P05109,Q00005
P05109,P48651
P05109,Q9NRC1
Q9BUP0,P0DN37
Q9BUP0,Q7L622
Q9BUP0,P04201
Q9BUP0,Q9P1Q5
Q9BUP0,Q9BTV5
Q9BUP0,A6NMB9
Q9BUP0,Q03052
Q9BUP0,Q5TF21
Q9BUP0,Q9P255
Q9BUP0,Q5VWG9
Q9BUP0,O95409
Q9BUP0,Q8TB73
Q9BUP0,Q14203
Q9BUP0,P35241
Q9BUP0,Q9UDY2
P17174,Q9ULZ3
P17174,Q9UHA7
P17174,P16070
P17174,Q9NZH8
P17174,Q86XP0
P17174,P36952
P17174,O43396
P17174,P29508
P17174,P48594
P17174,P01834
P17174,P58107
P17174,Q15149
P17174,Q9UPN3
P17174,Q92817
P17174,P01011
P17174,P12036
P17174,P02768
P17174,P32926
P17174,P07476
P17174,Q96G03
P17174,P15924
P17174,Q687X5
P17174,Q9NZT1
P17174,P06396
P17174,O43760
P17174,A8K2U0
P17174,Q6ZRV2
P17174,P16401
P17174,Q6DD88
P17174,Q02487
P17174,Q9BW30
P17174,O60218
P17174,P01857
P17174,P01859
P17174,P01860
P17174,P01861
P17174,P40121
P17174,P13796
P17174,P0C869
P17174,P31944
P17174,Q9Y4K1
P17174,P0C0S8
P17174,Q5VT79
P17174,P13928
P17174,Q13630
P17174,Q9UDY2
P17174,P14618
P17174,P20810
P17174,P00747
P17174,P02788
P17174,O43776
P17174,P20930
P17174,P47895
P17174,P21128
P17174,Q96TA1
P17174,P30740
P17174,P61020
P17174,P53004
P17174,Q5VYY1
P17174,O00391
P17174,P15309
P17174,P01871
P17174,Q8TBX8
P17174,Q9NQT8
P17174,P08603
P17174,P18510
P17174,Q9Y2T3
P17174,Q9Y6N5
P17174,O00515
P17174,P0C0L4
P17174,Q9H2C0
P17174,Q9Y365
P17174,Q14573
P17174,P52895
P17174,O95147
P17174,P13716
P17174,Q9H6S3
P17174,P12830
P17174,Q01581
P17174,P00734
P17174,O43240
P17174,Q9NVZ3
P17174,Q86WN1
P17174,Q8WWA1
P17174,Q8NHS2
P17174,P40925
P17174,Q99661
P17174,P00441
P17174,Q8TD30
P17174,P10253
P17174,P37837
P17174,P60174
P17174,Q8WUM4
P17174,O75083
P17174,O00625
P17174,Q9NR45
P17174,P12955
P17174,Q14914
P17174,P30038
P17174,Q6UXN9
P17174,P16152
P17174,Q9HC38
P17174,O14618
P17174,P24666
P17174,P04181
P17174,Q00169
P17174,O43464
P17174,P22392
P17174,O15498
P17174,P48739
Q2TAL5,P08729
Q2TAL5,Q13106
Q13576,Q9BRK5
Q13576,Q8N961
Q13576,Q16515
Q13576,Q96K31
Q13576,Q96SF2
Q13576,Q96A61
Q13576,Q8IUF1
Q13576,Q03135
Q13576,P07948
Q13576,Q15286
Q13576,P62745
Q96QE3,O60885
Q96QE3,P27695
Q96QE3,P49450
Q96QE3,P09874
Q96QE3,Q9NYB0
Q96QE3,O95071
Q96IC2,Q15185
Q96IC2,Q9HD47
Q96IC2,Q7Z442
Q96IC2,Q13296
Q96IC2,Q5TAQ9
Q96IC2,P30203
Q96IC2,Q9H6Y2
Q96IC2,O95861
Q96IC2,Q8TE96
Q96IC2,Q02509
Q9BXA9,Q9UJQ4
Q9BXA9,P62937
Q9Y467,Q15185
Q9Y467,Q96BY7
Q9Y467,Q5SVZ6
Q9Y467,P24468
Q9Y467,Q6ZWI9
Q9Y467,Q9BZQ4
Q9Y467,Q92902
Q9Y467,Q9Y2G2
Q9Y467,O43930
Q9Y467,Q96SF2
Q9Y467,P49450
Q9Y467,Q14562
Q9Y467,Q9NYB0
Q8N6Q8,Q8WXA8
Q8N6Q8,O43847
Q5T9A4,P21802
Q5T9A4,O95831
Q5T9A4,Q92973
Q5T9A4,P07814
Q5T9A4,P43307
Q5T9A4,P20042
Q9NVI7,O95831
Q9NVI7,Q92667
Q9NVI7,O75390
Q9NVI7,P08559
Q9NVI7,Q9NR77
Q9NVI7,P04844
Q9NVI7,Q12931
Q9NVI7,Q9UBN7
Q9NVI7,P43307
Q12965,Q13069
Q12965,Q16666
Q12965,O75368
Q12965,O14604
Q12965,Q9ULW0
Q12965,Q15819
Q12965,O75365
Q12965,P07948
Q12965,P62745
Q12965,Q9UHB6
Q12965,Q9NYL9
Q12965,Q16643
Q12965,P47755
Q12965,Q96H55
Q12965,P35579
Q12965,O00159
Q12965,P35580
Q12965,Q9NQX4
Q12965,Q9NQW6
Q12965,O00400
Q12965,Q86VP6
Q12965,Q9Y4I1
Q12965,Q96RU3
Q12965,Q15181
Q12965,P16949
Q8N972,Q04721
Q8N972,Q14767
Q8N972,Q96I82
Q8N972,Q96RD2
Q8N972,P26022
Q96N38,Q7Z398
Q96N38,Q14767
Q92618,Q13363
Q92618,Q13547
Q92618,P27695
O15090,P27695
O15090,P49450
O15090,P09874
O15090,Q9NYB0
O95568,O43900
O95568,A4D0S4
P23458,P46059
P23458,P04201
P23458,Q9Y6H6
P23458,P37173
P23458,P61073
P23458,O00398
P23458,Q99788
P23458,P13473
P23458,Q9UQV4
P23458,Q15116
P23458,Q86WC4
P23458,P24394
P23458,Q8NC42
P23458,Q8TCQ1
P23458,O75078
P23458,Q9HC73
P23458,P78423
P23458,Q9UQ13
P23458,P36894
Q8TCN5,O94901
Q8TCN5,O75678
Q8TCN5,Q9BZQ4
Q8TCN5,O14926
Q8TCN5,O95428
Q8TCN5,Q9BQS6
Q8TCN5,P55107
Q8TCN5,P53384
Q8TCN5,Q13361
Q8TCN5,O43930
Q8TCN5,Q96SF2
Q8TCN5,Q9NYB0
Q8TCN5,Q07157
Q8TCN5,Q8NBJ9
P49116,Q9Y251
P49116,Q9HBD1
P49116,P78345
P49116,Q8IXQ5
P49116,Q9HCD6
P49116,P55196
Q9ULJ3,O14958
Q9ULJ3,Q66LE6
Q9ULJ3,P53384
Q9ULJ3,Q04721
Q9ULJ3,P26022
Q9ULJ3,P35221
Q9ULJ3,P09874
Q9ULJ3,Q9NYB0
Q9ULJ3,Q8N960
Q96CP2,Q9BQ83
Q96CP2,Q9Y5F2
Q96CP2,Q16539
Q96CP2,Q8WUA7
Q96CP2,Q8N6Y1
Q96CP2,Q9NSP4
Q96CP2,Q9H251
Q96CP2,Q8WWH5
Q6R327,O75366
Q6R327,P53673
Q6R327,Q9Y6H6
Q6R327,Q9H6X2
Q6R327,Q9BRK5
Q6R327,Q16539
Q6R327,Q92565
Q6R327,P01222
